"filename", "language", "C++", "comment", "blank", "total"
"/home/kjsatori/Project10-BlueAlert/Engine/Render/Renderer.h", "C++", 0, -1, 1, 0
"/home/kjsatori/Project10-BlueAlert/Game/Scripts/StageLoader.h", "C++", 134, 2, 14, 150
"Total", "-", 134, 1, 15, 150
